2022-05-26 17:00:18,123 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2022-05-26 17:00:18,171 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2022-05-26 17:00:18,174 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2022-05-26 17:00:18,174 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2022-05-26 17:00:18,177 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2022-05-26 17:00:18,178 INFO  SwAddin.cs: 197 - Setting up callbacks
2022-05-26 17:00:18,179 INFO  SwAddin.cs: 201 - Setting up command manager
2022-05-26 17:00:18,180 INFO  SwAddin.cs: 204 - Adding command manager
2022-05-26 17:00:18,182 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2022-05-26 17:00:18,183 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2022-05-26 17:00:18,184 INFO  SwAddin.cs: 210 - Adding event handlers
2022-05-26 17:00:18,186 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2022-05-26 17:33:33,211 INFO  SwAddin.cs: 294 - Assembly export called for file hh020.SLDASM
2022-05-26 17:33:37,296 INFO  SwAddin.cs: 313 - Saving assembly
2022-05-26 17:33:37,852 INFO  SwAddin.cs: 316 - Opening property manager
2022-05-26 17:33:37,871 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from hh020.SLDASM
2022-05-26 17:33:37,878 INFO  ExportHelperExtension.cs: 1136 - Found 52 in hh020.SLDASM
2022-05-26 17:33:37,879 INFO  ExportHelperExtension.cs: 1145 - Found 7 features of type [CoordSys] in hh020.SLDASM
2022-05-26 17:33:37,880 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-05-26 17:33:37,882 INFO  ExportHelperExtension.cs: 1160 - 7 components to check
2022-05-26 17:33:37,884 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from HH020_ARM FRAME ASSY_1-1
2022-05-26 17:33:37,885 INFO  ExportHelperExtension.cs: 1136 - Found 19 in HH020_ARM FRAME ASSY_1-1
2022-05-26 17:33:37,886 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in HH020_ARM FRAME ASSY_1-1
2022-05-26 17:33:37,886 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from HH020_UPPER FRAME ASSY_1-1
2022-05-26 17:33:37,887 INFO  ExportHelperExtension.cs: 1136 - Found 17 in HH020_UPPER FRAME ASSY_1-1
2022-05-26 17:33:37,888 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in HH020_UPPER FRAME ASSY_1-1
2022-05-26 17:33:37,888 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from HH020_BASE BODY ASSY_1-1
2022-05-26 17:33:37,889 INFO  ExportHelperExtension.cs: 1136 - Found 16 in HH020_BASE BODY ASSY_1-1
2022-05-26 17:33:37,890 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in HH020_BASE BODY ASSY_1-1
2022-05-26 17:33:37,891 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from HH020_WRIST ASSY_1-1
2022-05-26 17:33:37,892 INFO  ExportHelperExtension.cs: 1136 - Found 18 in HH020_WRIST ASSY_1-1
2022-05-26 17:33:37,892 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in HH020_WRIST ASSY_1-1
2022-05-26 17:33:37,893 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from HH020_LOWER FRAME ASSY_1-1
2022-05-26 17:33:37,893 INFO  ExportHelperExtension.cs: 1136 - Found 20 in HH020_LOWER FRAME ASSY_1-1
2022-05-26 17:33:37,895 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in HH020_LOWER FRAME ASSY_1-1
2022-05-26 17:33:37,895 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ZRS-522132-1
2022-05-26 17:33:37,896 INFO  ExportHelperExtension.cs: 1136 - Found 49 in ZRS-522132-1
2022-05-26 17:33:37,896 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ZRS-522132-1
2022-05-26 17:33:37,897 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Gripper adapter-1
2022-05-26 17:33:37,897 INFO  ExportHelperExtension.cs: 1136 - Found 27 in Gripper adapter-1
2022-05-26 17:33:37,898 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Gripper adapter-1
2022-05-26 17:33:37,898 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from hh020.SLDASM
2022-05-26 17:33:37,899 INFO  ExportHelperExtension.cs: 1136 - Found 52 in hh020.SLDASM
2022-05-26 17:33:37,899 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in hh020.SLDASM
2022-05-26 17:33:37,900 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-05-26 17:33:37,900 INFO  ExportHelperExtension.cs: 1160 - 7 components to check
2022-05-26 17:33:37,901 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from HH020_ARM FRAME ASSY_1-1
2022-05-26 17:33:37,901 INFO  ExportHelperExtension.cs: 1136 - Found 19 in HH020_ARM FRAME ASSY_1-1
2022-05-26 17:33:37,901 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in HH020_ARM FRAME ASSY_1-1
2022-05-26 17:33:37,903 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from HH020_UPPER FRAME ASSY_1-1
2022-05-26 17:33:37,903 INFO  ExportHelperExtension.cs: 1136 - Found 17 in HH020_UPPER FRAME ASSY_1-1
2022-05-26 17:33:37,903 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in HH020_UPPER FRAME ASSY_1-1
2022-05-26 17:33:37,903 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from HH020_BASE BODY ASSY_1-1
